Class	Grade	Year
Business Math	2.5	1991
Business Math	3	1991
Statistics	3	1991
Statistics	1.8	1991
Business Math	1.6	1991
Statistics	3.8	1991
Business Math	2.1	1991
Analytics	1.7	1991
Statistics	2.1	1991
Statistics	2.7	1991
Business Math	3.1	1991
Statistics	2.3	1991
Statistics	2.8	1991
Business Math	1.9	1991
Statistics	2.6	1991
Analytics	3.1	1991
Business Math	2.9	1991
Statistics	2.5	1991
Business Math	2.6	1991
Analytics	3.3	1991
Analytics	3.2	1991
Business Math	2.2	1991
Business Math	2	1991
Business Math	2.6	1991
Business Math	0	1991
Statistics	3.1	1991
Statistics	2.4	1991
Statistics	0.4	1991
Business Math	2.4	1991
Statistics	2.9	1991
Statistics	0.9	1991
Statistics	2.7	1991
Business Math	1.1	1991
Statistics	2.2	1991
Statistics	1.8	1991
Analytics	0.2	1991
Statistics	2.7	1991
Analytics	3.2	1991
Statistics	2	1991
Business Math	3	1991
Business Math	1.7	1991
Analytics	0.3	1991
Statistics	2.6	1991
Analytics	2	1991
Analytics	3.2	1991
Statistics	1.4	1991
Business Math	1.6	1991
Business Math	2.8	1991
Statistics	3.2	1991
Analytics	3.2	1991
Statistics	0.8	1991
Statistics	0.8	1991
Statistics	3	1991
Analytics	3.2	1991
Business Math	2.9	1991
Statistics	2.6	1991
Statistics	2.9	1991
Analytics	1.5	1991
Business Math	1.3	1991
Business Math	0.3	1991
Business Math	2.2	1991
Business Math	2.6	1991
Analytics	0.5	1991
Statistics	2.4	1991
Business Math	3.1	1991
Statistics	1.7	1991
Business Math	1.2	1991
Business Math	1.5	1991
Business Math	2.5	1991
Analytics	3.2	1991
Analytics	3.1	1991
Statistics	1.2	1991
Business Math	3.3	1991
Statistics	3.7	1991
Business Math	3	1991
Statistics	3	1991
Statistics	1.9	1991
Business Math	3.2	1991
Statistics	1.3	1991
Statistics	1.9	1991
Statistics	2.4	1991
Business Math	0.3	1991
Statistics	1.9	1991
Statistics	2.1	1991
Business Math	2.9	1991
Statistics	1.2	1991
Analytics	3.2	1991
Statistics	1.8	1991
Statistics	2	1991
Business Math	1.3	1991
Analytics	2.3	1991
Business Math	1.4	1991
Business Math	2.7	1991
Business Math	2.3	1991
Analytics	0.8	1991
Statistics	2.4	1991
Statistics	2.1	1991
Analytics	0.3	1991
Business Math	2	1991
Business Math	1.2	1991
Statistics	0.6	1991
Statistics	2.9	1991
Business Math	1.5	1991
Statistics	0.8	1991
Business Math	1.5	1991
Analytics	1.6	1991
Business Math	1.5	1991
Business Math	3	1991
Statistics	2.7	1991
Analytics	0.9	1991
Business Math	1.6	1991
Business Math	2.5	1991
Statistics	0.4	1991
Statistics	2.8	1991
Statistics	3.2	1991
Business Math	1.4	1991
Statistics	3	1991
Statistics	0.5	1991
Statistics	2.6	1991
Statistics	3.1	1991
Statistics	1.9	1991
Analytics	0	1991
Analytics	3.3	1991
Business Math	2.9	1991
Statistics	0.9	1991
Statistics	0.7	1991
Business Math	1.4	1991
Business Math	1.6	1991
Statistics	2.9	1991
Analytics	2	1991
Business Math	2	1991
Business Math	1.4	1991
Business Math	2.9	1991
Business Math	3.4	1991
Business Math	1.4	1991
Statistics	0.5	1991
Statistics	2.6	1991
Analytics	3.1	1991
Analytics	3.1	1991
Business Math	1.6	1991
Business Math	2	1991
Statistics	2.6	1991
Business Math	2.8	1991
Analytics	2	1991
Statistics	2.7	1991
Statistics	2.1	1991
Business Math	1.3	1991
Business Math	1.1	1991
Business Math	2.9	1991
Statistics	2.7	1991
Statistics	1.6	1991
Analytics	3.2	1991
Business Math	2	1991
Business Math	1	1991
Analytics	3	1991
Business Math	1.6	1991
Statistics	2.5	1991
Business Math	2.8	1991
Business Math	3.8	1991
Analytics	1.2	1991
Statistics	1.8	1991
Business Math	3	1991
Analytics	3.3	1991
Statistics	2.9	1991
Business Math	2.2	1991
Statistics	3	1991
Statistics	1	1991
Statistics	2.4	1991
Analytics	3.3	1991
Statistics	3	1991
Business Math	2.6	1991
Business Math	1.7	1991
Statistics	2	1991
Business Math	2.2	1991
Business Math	2.8	1991
Statistics	3.1	1991
Business Math	1.8	1991
Statistics	2.8	1991
Statistics	2.1	1991
Analytics	0.5	1991
Statistics	2.9	1991
Business Math	1.1	1991
Statistics	0.5	1991
Statistics	2.5	1991
Business Math	3	1991
Statistics	0.6	1991
Business Math	1.7	1991
Business Math	2.7	1991
Business Math	3	1991
Statistics	2.2	1991
Analytics	1.7	1991
Statistics	2	1991
Business Math	1.2	1991
Statistics	3.3	1991
Analytics	3.1	1991
Business Math	3.1	1991
Statistics	3	1991
Statistics	0.6	1991
Business Math	1.1	1991
Business Math	1.5	1991
Statistics	2.4	1991
Business Math	2.8	1991
Analytics	0.7	1991
Statistics	1.9	1991
Statistics	1.9	1991
Statistics	1.8	1991
Business Math	1.5	1991
Statistics	1.8	1991
Statistics	4	1991
Statistics	2.3	1991
Analytics	3.3	1991
Business Math	3	1991
Analytics	2.1	1991
Business Math	3.5	1991
Analytics	3.4	1991
Business Math	2	1991
Business Math	3.2	1991
Business Math	0.2	1991
Statistics	1.3	1991
Statistics	2.8	1991
Analytics	3.4	1991
Statistics	3.1	1991
Business Math	1.8	1991
Statistics	2.4	1991
Analytics	3.3	1991
Statistics	2.5	1991
Business Math	2	1991
Analytics	4	1991
Statistics	2.2	1991
Business Math	1.7	1991
Analytics	1	1991
Statistics	1.1	1991
Statistics	3.2	1991
Business Math	2.1	1991
Business Math	2.1	1991
Business Math	0.2	1991
Business Math	2	1991
Business Math	2.9	1991
Analytics	2.1	1991
Business Math	0.9	1991
Analytics	3.1	1991
Business Math	1.7	1991
Business Math	2.2	1991
Business Math	2.9	1991
Statistics	0.9	1991
Business Math	1.8	1991
Statistics	1.4	1991
Business Math	4	1991
Business Math	2.3	1991
Business Math	3	1991
Business Math	1.8	1991
Statistics	2.6	1991
Business Math	2.4	1991
Business Math	1.8	1991
Statistics	1.4	1991
Business Math	1.3	1991
Statistics	2.4	1991
Business Math	3.1	1991
Statistics	2.7	1991
Statistics	3.1	1991
Business Math	2.1	1991
Statistics	2.6	1991
Business Math	2.8	1991
Statistics	1.4	1991
Business Math	3.8	1991
Statistics	2.2	1991
Statistics	2.8	1991
Business Math	3.5	1991
Business Math	2.4	1991
Business Math	2.3	1991
Statistics	1.7	1991
Business Math	1.4	1991
Statistics	2.6	1991
Business Math	2.1	1991
Business Math	2.7	1991
Business Math	1.4	1991
Business Math	2.9	1991
Statistics	2.6	1991
Business Math	1.7	1991
Statistics	2.7	1991
Analytics	3.2	1991
Analytics	0.9	1991
Business Math	1.2	1991
Business Math	2.2	1991
Business Math	1.3	1991
Business Math	3	1991
Analytics	3.2	1991
Analytics	3.3	1991
Statistics	2.9	1991
Business Math	3	1991
Statistics	2.8	1991
Business Math	1.5	1991
Business Math	3	1991
Business Math	2.1	1991
Business Math	3	1991
Business Math	0.7	1991
Statistics	1.8	1991
Business Math	2.8	1991
Business Math	2.1	1991
Business Math	3	1991
Statistics	1.6	1991
Statistics	2.1	1991
Analytics	3.5	1991
Business Math	0.6	1991
Statistics	2.4	1991
Statistics	2.6	1991
Statistics	2.9	1991
Statistics	1.9	1991
Statistics	1.4	1991
Statistics	2.6	1991
Statistics	3	1991
Statistics	2.6	1991
Analytics	3.1	1991
Analytics	3.4	1991
Business Math	3.2	1991
Statistics	3.2	1991
Statistics	1	1991
Statistics	2.5	1991
Analytics	3.1	1991
Statistics	2.9	1991
Business Math	1.3	1991
Business Math	1.2	1991
Statistics	2.4	1991
Statistics	2.7	1991
Analytics	3	1991
Statistics	1	1991
Business Math	1.6	1991
Business Math	2.9	1991
Business Math	1.5	1991
Statistics	2.1	1991
Analytics	0.6	1991
Business Math	3	1991
Statistics	0.9	1991
Statistics	2.6	1991
Statistics	2.8	1991
Analytics	3.1	1991
Analytics	1.2	1991
Business Math	2.8	1991
Analytics	1.6	1991
Statistics	2.2	1991
Statistics	2.6	1991
Statistics	2.9	1991
Statistics	3.7	1991
Analytics	3.2	1991
Analytics	2.9	1991
Business Math	1.7	1991
Business Math	2.9	1991
Statistics	2.4	1991
Analytics	0.1	1991
Analytics	3.2	1991
Business Math	2.8	1991
Statistics	2.5	1991
Business Math	3	1991
Business Math	1.7	1991
Analytics	3.5	1991
Business Math	3	1991
Business Math	2	1991
Analytics	3.2	1991
Statistics	2.2	1991
Business Math	3.2	1991
Statistics	2.7	1991
Statistics	1.3	1991
Statistics	0.5	1991
Business Math	1	1991
Statistics	3.7	1991
Statistics	2.2	1991
Statistics	4	1991
Analytics	3.4	1991
Business Math	1.5	1991
Analytics	1.7	1991
Statistics	2.3	1991
Analytics	3.2	1991
Business Math	1	1991
Statistics	3.1	1991
Statistics	2.7	1991
Business Math	1.5	1991
Business Math	0.6	1991
Statistics	1.9	1991
Statistics	2.6	1991
Analytics	3.1	1991
Business Math	1.4	1991
Business Math	2.8	1991
Business Math	1.5	1991
Statistics	1.9	1991
Statistics	0.9	1991
Analytics	3.1	1991
Business Math	2.8	1991
Analytics	3.2	1991
Statistics	2.6	1991
Statistics	3	1991
Statistics	1.2	1991
Analytics	3	1991
Statistics	1.5	1991
Statistics	1.7	1991
Analytics	1.4	1991
Business Math	2.2	1991
Business Math	0	1991
Statistics	3.2	1991
Statistics	2.4	1991
Business Math	1	1991
Analytics	3.3	1991
Business Math	1.8	1991
Statistics	0	1991
Business Math	2.6	1991
Business Math	1.9	1991
Business Math	3	1991
Statistics	2.7	1991
Analytics	3.3	1991
Analytics	2.2	1991
Business Math	2.2	1991
Statistics	2.8	1991
Statistics	2.4	1991
Business Math	1.1	1991
Statistics	0.7	1991
Statistics	2	1991
Statistics	0.5	1991
Statistics	0	1991
Statistics	2.1	1991
Business Math	2.8	1991
Statistics	0.6	1991
Analytics	3.3	1991
Analytics	3.2	1991
Statistics	3.7	1991
Statistics	2.9	1991
Analytics	2.6	1991
Business Math	3.2	1991
Business Math	3	1991
Analytics	2	1991
Statistics	1.5	1991
Business Math	2.8	1991
Business Math	3.1	1991
Statistics	1.6	1991
Business Math	2	1991
Business Math	1.9	1991
Statistics	2.4	1991
Statistics	0.5	1991
Analytics	0.4	1991
Business Math	1.9	1991
Analytics	3.1	1991
Business Math	2.4	1991
Business Math	3.5	1991
Analytics	0.4	1991
Business Math	2.4	1991
Statistics	2.3	1991
Business Math	3.9	1991
Business Math	1.2	1991
Statistics	2.1	1991
Statistics	2.3	1991
Statistics	2.6	1991
Analytics	1.1	1991
Analytics	1.3	1991
Business Math	1.3	1991
Business Math	1.5	1991
Statistics	1.9	1991
Statistics	2.9	1991
Statistics	2.6	1991
Analytics	3.3	1991
Business Math	2.8	1991
Business Math	1.3	1991
Statistics	2.6	1991
Business Math	0.9	1991
Statistics	2.5	1991
Statistics	2	1991
Statistics	2.4	1991
Analytics	1.6	1991
Business Math	3.1	1991
Analytics	2.9	1991
Statistics	2.6	1991
Analytics	3.6	1991
Business Math	2.3	1991
Statistics	2.8	1991
Business Math	2.7	1991
Business Math	2.3	1991
Business Math	2.7	1991
Analytics	1.3	1991
Analytics	3	1991
Statistics	2.4	1991
Analytics	3.1	1991
Business Math	1.1	1991
Statistics	2.9	1991
Business Math	3.3	1991
Statistics	2.7	1991
Business Math	2.5	1991
Statistics	2.2	1991
Statistics	3.2	1991
Business Math	3.9	1991
Statistics	3.7	1991
Analytics	3.2	1991
Statistics	2.5	1991
Business Math	1	1991
Business Math	2.9	1991
Business Math	0.9	1991
Business Math	2.4	1991
Business Math	2.3	1991
Analytics	1.9	1991
Business Math	1.8	1991
Business Math	2.9	1991
Statistics	2.9	1991
Business Math	2.9	1991
Statistics	0.7	1991
Analytics	3.4	1991
Analytics	1.6	1991
Analytics	2	1991
Business Math	2.8	1991
Business Math	3.1	1991
Statistics	1.8	1991
Statistics	3.1	1991
Analytics	3.3	1991
Statistics	2.6	1991
Business Math	3	1991
Business Math	3.2	1991
Analytics	3.4	1991
Statistics	1.7	1991
Business Math	2.3	1991
Analytics	3.3	1991
Business Math	1.6	1991
Analytics	3.9	1991
Business Math	2.1	1991
Business Math	2.2	1991
Statistics	1.9	1991
Business Math	3.1	1991
Statistics	3.4	1991
Statistics	3.8	1991
Business Math	0.1	1991
Statistics	2.1	1991
Business Math	3	1991
Statistics	0	1991
Statistics	1.9	1991
Business Math	3.1	1991
Statistics	0.5	1991
Statistics	2.4	1991
Analytics	0.4	1991
Business Math	2.9	1991
Statistics	0.8	1991
Business Math	1.5	1991
Business Math	2.9	1991
Business Math	1.9	1991
Statistics	2.9	1991
Business Math	2	1991
Business Math	2	1991
Business Math	3	1991
Business Math	3.6	1991
Statistics	2.5	1991
Business Math	1.9	1991
Statistics	2.2	1991
Statistics	3.6	1991
Business Math	2.7	1991
Statistics	2.8	1991
Business Math	2.4	1991
Statistics	1.5	1991
Statistics	2.8	1991
Statistics	2.8	1991
Business Math	2.4	1991
Statistics	2.6	1991
Business Math	1.6	1991
Analytics	0.3	1991
Statistics	3.3	1991
Statistics	0.5	1991
Statistics	2.8	1991
Analytics	3.2	1991
Analytics	3	1991
Analytics	3	1991
Business Math	3.2	1991
Statistics	1.9	1991
Analytics	3.3	1991
Statistics	2.5	1991
Business Math	3	1991
Analytics	2.3	1991
Business Math	2.1	1991
Business Math	2.8	1991
Analytics	2.8	1991
Statistics	2.8	1991
Business Math	3.7	1991
Analytics	0.5	1991
Business Math	2.1	1991
Statistics	2.7	1991
Business Math	3	1991
Business Math	1.9	1991
Statistics	2.6	1991
Analytics	2.1	1991
Analytics	0.1	1991
Statistics	2.7	1991
Statistics	2.3	1991
Business Math	1.5	1991
Business Math	2.1	1991
Business Math	1.8	1991
Statistics	2	1991
Business Math	0.1	1991
Analytics	3.1	1991
Analytics	3.2	1991
Statistics	2.9	1991
Statistics	2.9	1991
Analytics	3.4	1991
Statistics	3.4	1991
Business Math	0.8	1991
Statistics	2.7	1991
Statistics	2.9	1992
Analytics	3.3	1992
Business Math	0.5	1992
Statistics	1.5	1992
Analytics	3.3	1992
Analytics	3.3	1992
Business Math	3.4	1992
Business Math	2.2	1992
Business Math	2.6	1992
Business Math	3.2	1992
Statistics	2.2	1992
Business Math	1.1	1992
Analytics	2.8	1992
Business Math	1.5	1992
Business Math	1.8	1992
Business Math	3.7	1992
Statistics	2.4	1992
Statistics	1.4	1992
Analytics	0.1	1992
Business Math	1.3	1992
Statistics	2.1	1992
Analytics	2	1992
Statistics	1.4	1992
Statistics	2	1992
Business Math	2	1992
Analytics	3.2	1992
Business Math	2.8	1992
Business Math	2.8	1992
Analytics	1.7	1992
Business Math	3	1992
Analytics	3	1992
Analytics	3.1	1992
Statistics	2.3	1992
Statistics	2.1	1992
Business Math	2	1992
Statistics	2.6	1992
Business Math	3.7	1992
Business Math	1.3	1992
Business Math	1.1	1992
Business Math	2.1	1992
Business Math	3	1992
Statistics	2.6	1992
Analytics	2.7	1992
Statistics	2.5	1992
Analytics	1.1	1992
Statistics	3	1992
Statistics	2.7	1992
Business Math	2.2	1992
Business Math	2.2	1992
Business Math	2.9	1992
Business Math	1.9	1992
Analytics	3.2	1992
Analytics	3.4	1992
Statistics	2.3	1992
Business Math	1.3	1992
Analytics	3.2	1992
Business Math	3.1	1992
Statistics	2.5	1992
Statistics	2.3	1992
Analytics	3.9	1992
Statistics	2.1	1992
Analytics	2.6	1992
Analytics	0.1	1992
Statistics	1	1992
Statistics	0.1	1992
Business Math	2.2	1992
Business Math	3.1	1992
Business Math	2.6	1992
Statistics	1.6	1992
Statistics	2.1	1992
Business Math	2.1	1992
Statistics	2.7	1992
Business Math	2.2	1992
Business Math	0.2	1992
Statistics	2.1	1992
Statistics	2.9	1992
Business Math	1.9	1992
Business Math	3	1992
Business Math	2.9	1992
Statistics	0	1992
Statistics	2.4	1992
Analytics	3.2	1992
Analytics	2.7	1992
Analytics	1.5	1992
Business Math	3.1	1992
Business Math	2.4	1992
Statistics	2.1	1992
Statistics	2.1	1992
Business Math	3	1992
Business Math	1.2	1992
Business Math	2	1992
Business Math	2.6	1992
Business Math	3	1992
Analytics	1.1	1992
Statistics	1.8	1992
Analytics	3.3	1992
Business Math	3.4	1992
Business Math	1.8	1992
Business Math	3.2	1992
Business Math	0.7	1992
Business Math	2.5	1992
Statistics	3.9	1992
Business Math	1.9	1992
Statistics	2.8	1992
Statistics	2.2	1992
Business Math	2.4	1992
Statistics	3	1992
Analytics	1.3	1992
Analytics	3.2	1992
Business Math	3	1992
Business Math	2.2	1992
Business Math	2.5	1992
Statistics	1.7	1992
Statistics	1	1992
Statistics	2.7	1992
Business Math	1.5	1992
Statistics	1.8	1992
Business Math	2.1	1992
Statistics	2	1992
Statistics	2.1	1992
Business Math	1.4	1992
Analytics	2.5	1992
Business Math	1.5	1992
Analytics	2.5	1992
Analytics	3.1	1992
Business Math	1.5	1992
Business Math	2.2	1992
Business Math	3.1	1992
Analytics	3.2	1992
Analytics	3.2	1992
Business Math	1.3	1992
Analytics	2.5	1992
Business Math	3.2	1992
Business Math	2.9	1992
Statistics	2.5	1992
Business Math	1.2	1992
Statistics	1.6	1992
Statistics	1.4	1992
Statistics	1.2	1992
Statistics	2.2	1992
Statistics	0.1	1992
Business Math	0.6	1992
Analytics	0.6	1992
Business Math	1.5	1992
Statistics	1.8	1992
Analytics	3.4	1992
Statistics	2.7	1992
Business Math	1.3	1992
Analytics	3.3	1992
Statistics	2.6	1992
Business Math	2.8	1992
Analytics	3.1	1992
Statistics	1.3	1992
Business Math	2	1992
Business Math	0.6	1992
Business Math	3	1992
Statistics	3.9	1992
Business Math	1.8	1992
Business Math	2.8	1992
Business Math	1.2	1992
Business Math	2.3	1992
Analytics	1.6	1992
Analytics	3.2	1992
Analytics	3.1	1992
Business Math	2.3	1992
Business Math	1.5	1992
Statistics	2.2	1992
Statistics	2.6	1992
Business Math	1.1	1992
Statistics	0.9	1992
Statistics	3.5	1992
Business Math	1.4	1992
Business Math	3.5	1992
Business Math	2.3	1992
Business Math	2.6	1992
Business Math	3.3	1992
Analytics	3.2	1992
Business Math	3	1992
Statistics	1.1	1992
Statistics	1.4	1992
Business Math	2.1	1992
Business Math	3.1	1992
Statistics	2.8	1992
Business Math	1.4	1992
Analytics	3.4	1992
Business Math	2.8	1992
Business Math	3.8	1992
Statistics	2.5	1992
Statistics	2.1	1992
Analytics	3.3	1992
Business Math	2.3	1992
Business Math	1.4	1992
Statistics	1.9	1992
Business Math	2.7	1992
Analytics	3.2	1992
Statistics	0.8	1992
Business Math	1.8	1992
Statistics	2.6	1992
Statistics	2.8	1992
Business Math	2.4	1992
Statistics	1.9	1992
Statistics	2	1992
Statistics	1.6	1992
Statistics	3.9	1992
Statistics	2.8	1992
Statistics	2.7	1992
Business Math	0.3	1992
Business Math	1.4	1992
Statistics	1.9	1992
Business Math	1.7	1992
Business Math	0.2	1992
Business Math	2.8	1992
Business Math	1.9	1992
Business Math	2.6	1992
Statistics	2	1992
Analytics	3.4	1992
Statistics	2.9	1992
Statistics	2.9	1992
Business Math	2.5	1992
Analytics	1.6	1992
Statistics	1.7	1992
Analytics	3.3	1992
Statistics	2.2	1992
Statistics	1.7	1992
Analytics	2.2	1992
Business Math	2.8	1992
Statistics	3.3	1992
Business Math	0.1	1992
Statistics	2.4	1992
Business Math	3	1992
Statistics	1.7	1992
Statistics	3	1992
Statistics	1.8	1992
Statistics	2.5	1992
Statistics	2.8	1992
Analytics	1.7	1992
Statistics	2.9	1992
Statistics	0	1992
Statistics	1.7	1992
Analytics	3.1	1992
Business Math	3.8	1992
Business Math	3.1	1992
Business Math	2.1	1992
Statistics	2.6	1992
Statistics	2.7	1992
Statistics	0.4	1992
Analytics	3.3	1992
Statistics	3	1992
Statistics	1.4	1992
Business Math	3.1	1992
Statistics	2.2	1992
Statistics	1.9	1992
Business Math	2.2	1992
Business Math	2.9	1992
Analytics	3.7	1992
Analytics	3.2	1992
Statistics	1.5	1992
Statistics	1.1	1992
Analytics	3	1992
Statistics	1.5	1992
Statistics	2.3	1992
Business Math	1.5	1992
Analytics	3.4	1992
Business Math	0.2	1992
Analytics	3	1992
Business Math	1.4	1992
Business Math	2	1992
Statistics	3.4	1992
Business Math	2.3	1992
Business Math	1.9	1992
Analytics	1	1992
Business Math	1	1992
Statistics	1.4	1992
Statistics	2.7	1992
Business Math	3.3	1992
Statistics	2.6	1992
Statistics	1.8	1992
Statistics	2.9	1992
Business Math	2.9	1992
Statistics	2.4	1992
Analytics	0.2	1992
Business Math	2.2	1992
Statistics	2.8	1992
Business Math	2	1992
Business Math	1.9	1992
Business Math	1.9	1992
Statistics	1.8	1992
Statistics	3	1992
Statistics	2.8	1992
Statistics	1.3	1992
Statistics	2.5	1992
Statistics	2.2	1992
Statistics	1.9	1992
Analytics	3.3	1992
Statistics	1.2	1992
Statistics	3.1	1992
Statistics	2	1992
Analytics	0.8	1992
Analytics	3.3	1992
Statistics	0.8	1992
Business Math	1.9	1992
Business Math	0.1	1992
Business Math	1.7	1992
Statistics	0.9	1992
Business Math	3	1992
Business Math	2.3	1992
Statistics	3.5	1992
Statistics	1.6	1992
Analytics	3.2	1992
Statistics	1.8	1992
Statistics	1.9	1992
Statistics	2.4	1992
Statistics	1.2	1992
Business Math	2.6	1992
Statistics	2.6	1992
Business Math	2.9	1992
Business Math	1	1992
Analytics	3.2	1992
Statistics	2.3	1992
Statistics	2.6	1992
Business Math	2.3	1992
Statistics	1.8	1992
Business Math	3	1992
Business Math	2	1992
Statistics	2.9	1992
Business Math	1	1992
Statistics	1.7	1992
Analytics	3.3	1992
Analytics	1.9	1992
Analytics	3.1	1992
Analytics	3.3	1992
Business Math	3.1	1992
Statistics	2.8	1992
Statistics	2	1992
Statistics	2.6	1992
Business Math	1.2	1992
Business Math	1.9	1992
Analytics	1.4	1992
Business Math	1.7	1992
Statistics	2.4	1992
Statistics	2.2	1992
Statistics	2.2	1992
Statistics	2.4	1992
Analytics	0.3	1992
Business Math	2.5	1992
Business Math	1.9	1992
Business Math	1.6	1992
Statistics	2.3	1992
Statistics	2.2	1992
Analytics	0.3	1992
Statistics	3.1	1992
Statistics	0.7	1992
Analytics	2.7	1992
Business Math	1.7	1992
Statistics	2.9	1992
Statistics	1.7	1992
Business Math	3	1992
Analytics	3.6	1992
Business Math	2.9	1992
Business Math	0.7	1992
Statistics	2.6	1992
Statistics	2.1	1992
Statistics	2.6	1992
Business Math	2.9	1992
Statistics	2.4	1992
Analytics	3.1	1992
Analytics	3.4	1992
Business Math	3.2	1992
Analytics	3.9	1992
Statistics	2.7	1992
Statistics	1.9	1992
Statistics	1.1	1992
Business Math	2.9	1992
Business Math	2.3	1992
Statistics	0.6	1992
Business Math	3	1992
Business Math	3	1992
Statistics	0.3	1992
Business Math	2.9	1992
